Seq_328_LinJ.13,Seq_359_LinJ.13,,,,,,,,,,
Seq_329_LinJ.13,Seq_331_LinJ.13,Seq_332_LinJ.13,,,,,,,,,
Seq_330_LinJ.13,,,,,,,,,,,
Seq_333_LinJ.13,Seq_335_LinJ.13,Seq_337_LinJ.13,Seq_339_LinJ.13,Seq_343_LinJ.13,,,,,,,
Seq_334_LinJ.13,,,,,,,,,,,
Seq_336_LinJ.13,,,,,,,,,,,
Seq_338_LinJ.13,Seq_341_LinJ.13,,,,,,,,,,
Seq_340_LinJ.13,Seq_342_LinJ.13,,,,,,,,,,
Seq_344_LinJ.13,Seq_345_LinJ.13,,,,,,,,,,
Seq_346_LinJ.13,Seq_347_LinJ.13,Seq_348_LinJ.13,Seq_349_LinJ.13,Seq_350_LinJ.13,Seq_351_LinJ.13,Seq_352_LinJ.13,Seq_353_LinJ.13,Seq_354_LinJ.13,Seq_355_LinJ.13,Seq_356_LinJ.13,Seq_357_LinJ.13
Seq_358_LinJ.13,,,,,,,,,,,
